fieldsample_barcode	sampling_method	cell.10km_representative	extraction_method	extraction_id1	extraction_id2	extractionplate_id1	extractionplate_id2	extraction_row1	extraction_row2	extraction_col1	extraction_col2	extraction_conc1	extraction_conc2	library_method	library_id1	library_id2	libraryplate_id1	libraryplate_id2	library_row1	library_row2	library_col1	library_col2	library_conc1	library_conc2	sequencing_method	sequencing_id1	sequencing_id2	internal_name	before_total_reads	after_total_reads	passed_filter_reads	corrected_reads	low_quality_reads	too_many_N_reads	too_short_reads	too_long_reads	before_total_bases	before_q20_bases	before_q30_bases	after_total_bases	after_q20_bases	after_q30_bases	corrected_bases	before_read1_mean_length	before_read2_mean_length	after_read1_mean_length	after_read2_mean_length	before_q20_rate	before_q30_rate	after_q20_rate	after_q30_rate	duplication_rate	before_gc_content	after_gc_content	peak_length
MFD07989	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ184-B9		EXT00055		B		9		12.5		ILLUMINA-DNA-PREP.V2	LIB-MJ196-B9		LIB00055		B		9		0.76		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ196-B9_02		LIB-MJ196-B9_02.fastq.gz	26358930	20031406	20626072	380173	780468	156	4952234	0	3980198430	3802887543	3567423984	2969734811	2916543312	2786089344	484997	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD07990	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ184-E7		EXT00055		E		7		4.76		ILLUMINA-DNA-PREP.V2	LIB-MJ196-E7		LIB00055		E		7		0.49		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ196-E7_02		LIB-MJ196-E7_02.fastq.gz	29879876	22710932	23392862	439437	805356	176	5681482	0	4511861276	4314025264	4046088430	3367956187	3306405902	3155504086	562448	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD07991	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ185-G8		EXT00056		G		8		8.75		ILLUMINA-DNA-PREP.V2	LIB-MJ197-G8		LIB00056		G		8		0.32		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ197-G8_03		LIB-MJ197-G8_03.fastq.gz	37373426	27682098	28411186	843580	1059414	134	7902692	0	5643387326	5392961787	5068103207	4079526244	4011906486	3840751185	1078075	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD07992	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ187-C7		EXT00058		C		7		16.46		ILLUMINA-DNA-PREP.V2	LIB-MJ199-C7		LIB00058		C		7		0.54		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ199-C7_04		LIB-MJ199-C7_04.fastq.gz	36841856	28743854	29825326	573400	907198	230	6109102	0	5563120256	5349679641	5065577107	4269388295	4205665671	4045487431	724186	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD07993	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ185-B1		EXT00056		B		1		15.68		ILLUMINA-DNA-PREP.V2	LIB-MJ197-B1		LIB00056		B		1		0.29		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ197-B1_03		LIB-MJ197-B1_03.fastq.gz	31275066	22044894	22599356	940617	756584	88	7919038	0	4722534966	4523210787	4265963709	3205926359	3157618972	3031721934	1205981	151	151	145	145	1	0.9	1	0.9	0	0.6	0.6	151
MFD07994	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ185-E9		EXT00056		E		9		8.85		ILLUMINA-DNA-PREP.V2	LIB-MJ197-E9		LIB00056		E		9		0.65		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ197-E9_03		LIB-MJ197-E9_03.fastq.gz	22269522	16772436	17134910	537016	621758	102	4512752	0	3362697822	3206224257	3001160244	2478015451	2432156028	2318854941	688834	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD07995	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ189-D2		EXT00060		D		2		10.67		ILLUMINA-DNA-PREP.V2	LIB-MJ201-D2		LIB00060		D		2		0.33		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ201-D2_03		LIB-MJ201-D2_03.fastq.gz	32029286	23462768	24153544	741760	686778	112	7188852	0	4836422186	4650842434	4414570409	3427278514	3382980665	3264039534	929149	151	151	146	146	1	0.9	1	1	0	0.6	0.6	151
MFD07996	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ208-F4		EXT00065		F		4		14.97		ILLUMINA-DNA-PREP.V2	LIB-MJ214-F4		LIB00065		F		4		1.59		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ214-F4_02		LIB-MJ214-F4_02.fastq.gz	24476994	19327114	19917742	329257	687180	2	3872070	0	3696026094	3555500590	3366490710	2873121736	2833296005	2726736816	405701	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD07997	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ208-D10		EXT00065		D		10		9.75		ILLUMINA-DNA-PREP.V2	LIB-MJ214-D10		LIB00065		D		10		1.84		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ214-D10_02		LIB-MJ214-D10_02.fastq.gz	24488368	19308834	19989308	360312	539404	6	3959650	0	3697743568	3572861538	3390735450	2865169921	2825927389	2720507886	448005	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD07998	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ209-E11		EXT00066		E		11		17.41		ILLUMINA-DNA-PREP.V2	LIB-MJ215-E11		LIB00066		E		11		0.87		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ215-E11_01		LIB-MJ215-E11_01.fastq.gz	29110828	22062276	22771516	487261	837014	24	5502274	0	4395735028	4218878764	3983489271	3261429742	3213245780	3086764891	597868	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD07999	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ211-D1		EXT00068		D		1		32.81		ILLUMINA-DNA-PREP.V2	LIB-MJ217-D1		LIB00068		D		1		0.86		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ217-D1_03		LIB-MJ217-D1_03.fastq.gz	27976090	21443972	22040348	501273	620958	8	5314776	0	4224389590	4066711797	3855037193	3163129607	3119193448	3000350265	613544	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD08000	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ212-C1		EXT00069		C		1		10.04		ILLUMINA-DNA-PREP.V2	LIB-MJ218-C1		LIB00069		C		1		0.33		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ218-C1_04		LIB-MJ218-C1_04.fastq.gz	28291852	20626448	21194666	646764	699436	22	6397728	0	4272069652	4102942868	3874084296	3027990101	2982385000	2863496639	804075	151	151	146	146	1	0.9	1	0.9	0	0.6	0.6	151
MFD08001	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ209-D4		EXT00066		D		4		11.41		ILLUMINA-DNA-PREP.V2	LIB-MJ215-D4		LIB00066		D		4		0.99		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ215-D4_01		LIB-MJ215-D4_01.fastq.gz	30023422	22748850	23544934	525293	765866	22	5712600	0	4533536722	4355941000	4124001584	3361233423	3314221504	3189326465	647114	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD08002	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ212-B1		EXT00069		B		1		32.5		ILLUMINA-DNA-PREP.V2	LIB-MJ218-B1		LIB00069		B		1		0.24		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ218-B1_04		LIB-MJ218-B1_04.fastq.gz	31183990	21108542	21685092	899464	619270	8	8879620	0	4708782490	4525824844	4283429217	3061774974	3019924323	2907733151	1114234	151	151	144	145	1	0.9	1	0.9	0	0.6	0.6	151
MFD08003	MFD-DRY	No	PowerSoil-Pro-HT																						Illumina NovaSeq 6000, 2 × 150 bp	NULL	NULL																												
MFD08004	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ209-A2		EXT00066		A		2		14.82		ILLUMINA-DNA-PREP.V2	LIB-MJ215-A2		LIB00066		A		2		0.21		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ215-A2_01		LIB-MJ215-A2_01.fastq.gz	30746468	20793204	21666480	662454	684300	20	8395668	0	4642716668	4462868178	4228535831	3027551051	2987783686	2879887622	814744	151	151	145	145	1	0.9	1	1	0	0.6	0.6	151
MFD08005	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ207-A6		EXT00064		A		6		35.36		ILLUMINA-DNA-PREP.V2	LIB-MJ213-A6		LIB00064		A		6		0.87		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ213-A6_01		LIB-MJ213-A6_01.fastq.gz	32336086	24521020	25566430	515695	841518	16	5928122	0	4882748986	4703805121	4450156347	3625702868	3573584294	3435687665	632792	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD08006	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ209-D9		EXT00066		D		9		13.27		ILLUMINA-DNA-PREP.V2	LIB-MJ215-D9		LIB00066		D		9		0.81		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ215-D9_01		LIB-MJ215-D9_01.fastq.gz	24553388	18818594	19421446	354793	654608	12	4477322	0	3707561588	3563669806	3369117384	2786540710	2746264236	2639974042	437805	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD08007	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ207-E11		EXT00064		E		11		22.41		ILLUMINA-DNA-PREP.V2	LIB-MJ213-E11		LIB00064		E		11		0.8		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ213-E11_01		LIB-MJ213-E11_01.fastq.gz	29672424	23157010	23938002	459370	807784	14	4926624	0	4480536024	4307142874	4073180911	3434572233	3384703320	3253254361	563833	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD08008	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ210-H8		EXT00067		H		8		8.08		ILLUMINA-DNA-PREP.V2	LIB-MJ216-H8		LIB00067		H		8		0.8		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ216-H8_02		LIB-MJ216-H8_02.fastq.gz	23716902	18219194	18864174	332231	616832	2	4235894	0	3581252202	3451200958	3272052188	2699214835	2662785114	2565016803	409738	151	151	148	148	1	0.9	1	1	0	0.6	0.6	151
MFD08009	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ209-A10		EXT00066		A		10		4.21		ILLUMINA-DNA-PREP.V2	LIB-MJ215-A10		LIB00066		A		10		0.3		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ215-A10_01		LIB-MJ215-A10_01.fastq.gz	32668798	23047782	23924002	692855	622108	18	8122670	0	4932988498	4746782322	4497496382	3367228909	3321976071	3199528997	845021	151	151	146	146	1	0.9	1	1	0	0.6	0.6	151
MFD08010	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ210-B4		EXT00067		B		4		4.44		ILLUMINA-DNA-PREP.V2	LIB-MJ216-B4		LIB00067		B		4		0.63		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ216-B4_02		LIB-MJ216-B4_02.fastq.gz	24370820	18924976	19686326	368841	538468	8	4146018	0	3679993820	3555424469	3374110171	2802344674	2764848972	2663369401	454477	151	151	148	148	1	0.9	1	1	0	0.6	0.6	151
MFD08011	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ211-A9		EXT00068		A		9		5.69		ILLUMINA-DNA-PREP.V2	LIB-MJ217-A9		LIB00068		A		9		0.43		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ217-A9_03		LIB-MJ217-A9_03.fastq.gz	31815656	23759958	24501410	591350	686150	16	6628080	0	4804164056	4630987682	4382710421	3498942456	3448064362	3312721019	735193	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD08012	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ207-C7		EXT00064		C		7		0.6		ILLUMINA-DNA-PREP.V2	LIB-MJ213-C7		LIB00064		C		7		2.43		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ213-C7_01		LIB-MJ213-C7_01.fastq.gz	30221862	21351446	21984788	583855	759030	20	7478024	0	4563501162	4374742819	4132278343	3125811468	3080840707	2962343042	719613	151	151	146	146	1	0.9	1	0.9	0	0.6	0.6	151
MFD08013	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ208-A12		EXT00065		A		12		13.31		ILLUMINA-DNA-PREP.V2	LIB-MJ214-A12		LIB00065		A		12		0.07		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ214-A12_02		LIB-MJ214-A12_02.fastq.gz	8687014	4153158	4288512	230750	158560	2	4239940	0	1311739114	1248928346	1179767827	579551918	572518639	552849141	283248	151	151	139	139	1	0.9	1	1	0	0.6	0.6	44
MFD08014	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ241-D6		EXT00084		D		6		4.21		ILLUMINA-DNA-PREP.V2	LIB-MJ307-D6		LIB00084		D		6		0.85254		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ307-D6_01		LIB-MJ307-D6_01.fastq.gz	32613906	25408116	26598472	425460	746528	96	5268810	0	4924699806	4738914094	4476826156	3780561178	3723494975	3573007520	544550	151	151	148	148	1	0.9	1	0.9	0	0.6	0.7	151
MFD08015	MFD-DRY	Yes	PowerSoil-Pro-HT	EXT-MJ209-F9		EXT00066		F		9		8.28		ILLUMINA-DNA-PREP.V2	LIB-MJ215-F9		LIB00066		F		9		0.69		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ215-F9_01		LIB-MJ215-F9_01.fastq.gz	26150408	19630874	20324670	452921	712082	18	5113638	0	3948711608	3796482314	3582515666	2900699488	2856817767	2742097435	557778	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD08016	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ211-F1	EXT-MJ395-F8	EXT00068	REPREP5	F	F	1	8	12.91	13.53	ILLUMINA-DNA-PREP.V2	LIB-MJ217-F1	LIB-MJ406-F8	LIB00068	REPREP5	F	F	1	8	0.07	0.07	Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ217-F1_03	LIB-MJ406-F8_04	LIB-MJ217-F1_03_v_LIB-MJ406-F8_04.fastq.gz	15233392	9220636	9649464	301339	357702	8	5226218	0	2300242192	2197133182	2070890034	1316110583	1296241439	1244903294	372289	151	151	142	142	1	0.9	1	0.9	0	0.6	0.6	123
MFD08017	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ210-H11	EXT-MJ399-B12	EXT00067	REPREP9	H	B	11	12	5.5	6.49	ILLUMINA-DNA-PREP.V2	LIB-MJ216-H11	LIB-MJ410-B12	LIB00067	REPREP9	H	B	11	12	0.06	0.11	Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ216-H11_02	LIB-MJ410-B12_02	LIB-MJ216-H11_02_v_LIB-MJ410-B12_02.fastq.gz	15466346	8119848	8360148	461185	396444	2	6709752	0	2335418246	2218452534	2073123781	1156073789	1135842022	1084520016	565731	151	151	141.5	141.5	1	0.9	1	0.9	0	0.6	0.6	97.5
MFD08018	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ210-C4		EXT00067		C		4		10.66		ILLUMINA-DNA-PREP.V2	LIB-MJ216-C4		LIB00067		C		4		0.72		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ216-C4_02		LIB-MJ216-C4_02.fastq.gz	23284300	17851498	18493838	346752	618290	6	4172166	0	3515929300	3384591705	3207402248	2643715479	2608183606	2512563689	429048	151	151	148	148	1	0.9	1	1	0	0.6	0.6	151
MFD08019	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ208-B11		EXT00065		B		11		1.46		ILLUMINA-DNA-PREP.V2	LIB-MJ214-B11		LIB00065		B		11		0.63		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ214-B11_02		LIB-MJ214-B11_02.fastq.gz	41009464	30196140	31483860	840878	938160	12	8587432	0	6192429064	5952380191	5647607571	4443197723	4386002702	4230080406	1048304	151	151	147	147	1	0.9	1	1	0	0.6	0.6	151
MFD08020	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ207-B2		EXT00064		B		2		4.11		ILLUMINA-DNA-PREP.V2	LIB-MJ213-B2		LIB00064		B		2		0.29		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ213-B2_01		LIB-MJ213-B2_01.fastq.gz	29478152	21297150	22073534	559267	699358	20	6705240	0	4451200952	4262985759	4031727285	3128933354	3084004374	2964816070	689355	151	151	146	146	1	0.9	1	0.9	0	0.6	0.6	151
MFD08021	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ209-H11	EXT-MJ398-A10	EXT00066	REPREP8	H	A	11	10	10.48	67.05	ILLUMINA-DNA-PREP.V2	LIB-MJ215-H11	LIB-MJ409-A10	LIB00066	REPREP8	H	A	11	10	0.06	0.13	Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ215-H11_01	LIB-MJ409-A10_01	LIB-MJ215-H11_01_v_LIB-MJ409-A10_01.fastq.gz	26425798	16665648	17081688	758496	811290	10	8532810	0	3990295498	3779255039	3506105741	2428950021	2376830967	2250033787	956026	151	151	143	143.5	1	0.9	1	0.9	0	0.6	0.6	97.5
MFD08022	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ209-F6		EXT00066		F		6		6.84		ILLUMINA-DNA-PREP.V2	LIB-MJ215-F6		LIB00066		F		6		0.68		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ215-F6_01		LIB-MJ215-F6_01.fastq.gz	27248792	20757250	21482480	439336	750308	24	5015980	0	4114567592	3953934165	3737074666	3072961437	3028485739	2911063926	542510	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD08023	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ208-A11		EXT00065		A		11		16.42		ILLUMINA-DNA-PREP.V2	LIB-MJ214-A11		LIB00065		A		11		0.42		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ214-A11_02		LIB-MJ214-A11_02.fastq.gz	41573160	29955940	31305910	816240	862576	6	9404668	0	6277547160	6045117931	5736924631	4389621554	4332107745	4174598476	999016	151	151	146	146	1	0.9	1	1	0	0.6	0.6	151
MFD08024	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ210-B11		EXT00067		B		11		5.89		ILLUMINA-DNA-PREP.V2	LIB-MJ216-B11		LIB00067		B		11		0.35		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ216-B11_02		LIB-MJ216-B11_02.fastq.gz	29039792	21148860	21877606	570971	686874	2	6475310	0	4385008592	4212436059	3994730751	3100968416	3060612089	2950686445	700296	151	151	146	146	1	0.9	1	1	0	0.6	0.6	151
MFD08025	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ210-D1		EXT00067		D		1		7.59		ILLUMINA-DNA-PREP.V2	LIB-MJ216-D1		LIB00067		D		1		0.38		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ216-D1_02		LIB-MJ216-D1_02.fastq.gz	22762318	17156340	17767472	431739	499932	10	4494904	0	3437110018	3305672620	3132936497	2527598698	2492727212	2398130368	530336	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD08026	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ240-C2		EXT00083		C		2		2.98		ILLUMINA-DNA-PREP.V2	LIB-MJ306-C2		LIB00083		C		2		0.32521		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ306-C2_01		LIB-MJ306-C2_01.fastq.gz	24181786	17538946	18266178	444930	543220	58	5372330	0	3651449686	3500334415	3294207375	2587845544	2545444147	2435712593	573741	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD08027	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ241-G10		EXT00084		G		10		0.43		ILLUMINA-DNA-PREP.V2	LIB-MJ307-G10		LIB00084		G		10		0.31487		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ307-G10_01		LIB-MJ307-G10_01.fastq.gz	34895578	23767240	24776962	939143	712434	78	9406104	0	5269232278	5027498753	4731335038	3469266193	3413519039	3269377877	1196011	151	151	145	146	1	0.9	1	0.9	0	0.6	0.6	151
MFD08028	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ240-A8		EXT00083		A		8		7.36		ILLUMINA-DNA-PREP.V2	LIB-MJ306-A8		LIB00083		A		8		0.38504		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ306-A8_01		LIB-MJ306-A8_01.fastq.gz	29200814	21860246	22731124	464651	769148	74	5700468	0	4409322914	4215988201	3962490924	3239161605	3185157592	3045816929	591454	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD08029	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ237-B1	EXT-MJ396-D7	EXT00080	REPREP6	B	D	1	7	5.53	3.7	ILLUMINA-DNA-PREP.V2	LIB-MJ254-B1	LIB-MJ407-D7	LIB00080	REPREP6	B	D	1	7	0.06	0.102550804	Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ254-B1_02	LIB-MJ407-D7_04	LIB-MJ254-B1_02_v_LIB-MJ407-D7_04.fastq.gz	20723308	14046862	14702752	357147	490038	18	5530500	0	3129219508	3003096479	2831116276	2048696711	2017137215	1933502366	436285	151	151	143.5	143.5	1	0.9	1	1	0	0.6	0.6	97.5
MFD08030	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ212-G7		EXT00069		G		7		2.89		ILLUMINA-DNA-PREP.V2	LIB-MJ218-G7		LIB00069		G		7		0.53		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ218-G7_04		LIB-MJ218-G7_04.fastq.gz	31616210	23482446	24154054	662959	785990	22	6676144	0	4774047710	4572633691	4315823984	3460445880	3407420293	3270120858	826136	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD08031	MFD-DRY	Yes	PowerSoil-Pro-HT	EXT-MJ207-A11		EXT00064		A		11		4.98		ILLUMINA-DNA-PREP.V2	LIB-MJ213-A11		LIB00064		A		11		0.21		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ213-A11_01		LIB-MJ213-A11_01.fastq.gz	33222336	23216272	24257086	747362	709556	20	8255674	0	5016572736	4818738427	4560993314	3389688893	3342416319	3215177293	913848	151	151	145	146	1	0.9	1	0.9	0	0.6	0.6	151
MFD08032	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ211-E2		EXT00068		E		2		6.34		ILLUMINA-DNA-PREP.V2	LIB-MJ217-E2		LIB00068		E		2		0.71		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ217-E2_03		LIB-MJ217-E2_03.fastq.gz	27568678	21438036	22139454	388373	675484	14	4753726	0	4162870378	4019554816	3815149003	3175137619	3132577594	3018343178	479826	151	151	148	148	1	0.9	1	1	0	0.6	0.6	151
MFD08033	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ240-D6		EXT00083		D		6		12.07		ILLUMINA-DNA-PREP.V2	LIB-MJ306-D6		LIB00083		D		6		0.82479		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ306-D6_01		LIB-MJ306-D6_01.fastq.gz	21091338	15859544	16402112	266032	662002	38	4027186	0	3184792038	3039938543	2852503548	2355699412	2316099268	2214412966	339138	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD08034	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ241-A7		EXT00084		A		7		8.95		ILLUMINA-DNA-PREP.V2	LIB-MJ307-A7		LIB00084		A		7		0.61081		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ307-A7_01		LIB-MJ307-A7_01.fastq.gz	36174000	26392756	27656250	562126	815320	116	7702314	0	5462274000	5234835363	4943566911	3899194720	3841691826	3689838459	716776	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD08035	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ242-F7		EXT00085		F		7		4.46		ILLUMINA-DNA-PREP.V2	LIB-MJ259-F7		LIB00085		F		7		0.6		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ259-F7_04		LIB-MJ259-F7_04.fastq.gz	49566284	37428482	39747032	754842	1091194	214	8727844	0	7484508884	7235764536	6874112879	5513916448	5441130305	5244061068	926499	151	151	147	147	1	0.9	1	1	0	0.6	0.6	151
MFD08036	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ237-B5		EXT00080		B		5		4.68		ILLUMINA-DNA-PREP.V2	LIB-MJ254-B5		LIB00080		B		5		0.25		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ254-B5_02		LIB-MJ254-B5_02.fastq.gz	43674892	32114494	34972220	634405	788852	126	7913694	0	6594908692	6395199712	6114673736	4734059510	4684179927	4539861592	766654	151	151	147	147	1	0.9	1	1	0.1	0.6	0.6	151
MFD08037	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ241-F2		EXT00084		F		2		5.75		ILLUMINA-DNA-PREP.V2	LIB-MJ307-F2		LIB00084		F		2		0.80285		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ307-F2_01		LIB-MJ307-F2_01.fastq.gz	24441302	18439600	19218978	359026	622446	52	4599826	0	3690636602	3542402161	3341266937	2730963600	2688977003	2579548274	458773	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD08038	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ207-H4		EXT00064		H		4		6.71		ILLUMINA-DNA-PREP.V2	LIB-MJ213-H4		LIB00064		H		4		0.78		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ213-H4_01		LIB-MJ213-H4_01.fastq.gz	25083556	19155688	19782912	522011	582024	6	4718614	0	3787616956	3648492093	3453421055	2823251801	2783814409	2678317129	637197	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD08039	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ210-H4		EXT00067		H		4		9.21		ILLUMINA-DNA-PREP.V2	LIB-MJ216-H4		LIB00067		H		4		0.58		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ216-H4_02		LIB-MJ216-H4_02.fastq.gz	21518000	16418380	16988934	351832	492208	8	4036850	0	3249218000	3130478152	2974599982	2423035642	2392343875	2308457803	432265	151	151	147	147	1	0.9	1	1	0	0.6	0.6	151
MFD08040	MFD-DRY	No	PowerSoil-Pro-HT	EXT-MJ210-H5		EXT00067		H		5		5.05		ILLUMINA-DNA-PREP.V2	LIB-MJ216-H5		LIB00067		H		5		0.4		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ216-H5_02		LIB-MJ216-H5_02.fastq.gz	30941720	23188468	24180996	532773	747352	6	6013366	0	4672199720	4493819058	4265855989	3417827930	3373443066	3252472990	653794	151	151	147	147	1	0.9	1	1	0	0.6	0.6	151
MFD08041	MFD-DRY	Yes	PowerSoil-Pro-HT	EXT-MJ207-C2		EXT00064		C		2		10.62		ILLUMINA-DNA-PREP.V2	LIB-MJ213-C2		LIB00064		C		2		0.69		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ213-C2_01		LIB-MJ213-C2_01.fastq.gz	25255326	19435732	20043410	405081	591916	16	4619984	0	3813554226	3676798294	3480715817	2875146094	2834303064	2725792200	498536	151	151	147	148	1	0.9	1	0.9	0	0.6	0.6	151
