fieldsample_barcode,extraction_id,original_extraction_id,extractionplate_id,extraction_row,extraction_col,extraction_conc,extraction_method,library_id,libraryplate_id,library_row,library_conc,library_method,seq_id
MFD00103,EXT-MJ037-C6,EXT-MJ037-C6,EXT00002,C,6,37.12,PowerSoil-Pro-HT,LIB-MJ051-C6,LIB00002,C,4.7108,ILLUMINA-DNA-PREP.V1,LIB-MJ051-C6_02
MFD00035,EXT-MJ037-C7,EXT-MJ037-C7,EXT00002,C,7,20.69,PowerSoil-Pro-HT,LIB-MJ051-C7,LIB00002,C,2.78959,ILLUMINA-DNA-PREP.V1,LIB-MJ051-C7_02
MFD00335,EXT-MJ037-C8,EXT-MJ037-C8,EXT00002,C,8,1.64,PowerSoil-Pro-HT,LIB-MJ051-C8,LIB00002,C,0.6704,ILLUMINA-DNA-PREP.V1,LIB-MJ051-C8_02
MFD00398B,EXT-MJ037-C9,EXT-MJ037-C9,EXT00002,C,9,17.47,PowerSoil-Pro-HT,LIB-MJ051-C9,LIB00002,C,3.31601,ILLUMINA-DNA-PREP.V1,LIB-MJ051-C9_02
MFD00436,EXT-MJ037-D1,EXT-MJ037-D1,EXT00002,D,1,36.73,PowerSoil-Pro-HT,LIB-MJ051-D1,LIB00002,D,3.18328,ILLUMINA-DNA-PREP.V1,LIB-MJ051-D1_02
MFD00204,EXT-MJ037-D10,EXT-MJ037-D10,EXT00002,D,10,0.23,PowerSoil-Pro-HT,LIB-MJ051-D10,LIB00002,D,1.07309,ILLUMINA-DNA-PREP.V1,LIB-MJ051-D10_02
MFD00280,EXT-MJ037-D11,EXT-MJ037-D11,EXT00002,D,11,3.37,PowerSoil-Pro-HT,LIB-MJ051-D11,LIB00002,D,1.15858,ILLUMINA-DNA-PREP.V1,LIB-MJ051-D11_02
MFD00224,EXT-MJ037-D2,EXT-MJ037-D2,EXT00002,D,2,2.48,PowerSoil-Pro-HT,LIB-MJ051-D2,LIB00002,D,1.17433,ILLUMINA-DNA-PREP.V1,LIB-MJ051-D2_02
MFD00437,EXT-MJ037-D3,EXT-MJ037-D3,EXT00002,D,3,66.92,PowerSoil-Pro-HT,LIB-MJ051-D3,LIB00002,D,5.24173,ILLUMINA-DNA-PREP.V1,LIB-MJ051-D3_02
MFD00394,EXT-MJ037-D4,EXT-MJ037-D4,EXT00002,D,4,28.58,PowerSoil-Pro-HT,LIB-MJ051-D4,LIB00002,D,3.34526,ILLUMINA-DNA-PREP.V1,LIB-MJ051-D4_02
MFD00238,EXT-MJ037-D5,EXT-MJ037-D5,EXT00002,D,5,3.44,PowerSoil-Pro-HT,LIB-MJ051-D5,LIB00002,D,1.52752,ILLUMINA-DNA-PREP.V1,LIB-MJ051-D5_02
MFD00120,EXT-MJ037-D6,EXT-MJ037-D6,EXT00002,D,6,29.41,PowerSoil-Pro-HT,LIB-MJ051-D6,LIB00002,D,4.67481,ILLUMINA-DNA-PREP.V1,LIB-MJ051-D6_02
MFD00380,EXT-MJ037-D7,EXT-MJ037-D7,EXT00002,D,7,20.32,PowerSoil-Pro-HT,LIB-MJ051-D7,LIB00002,D,3.0438,ILLUMINA-DNA-PREP.V1,LIB-MJ051-D7_02
MFD00137,EXT-MJ037-D8,EXT-MJ037-D8,EXT00002,D,8,5,PowerSoil-Pro-HT,LIB-MJ051-D8,LIB00002,D,1.95721,ILLUMINA-DNA-PREP.V1,LIB-MJ051-D8_02
MFD00126,EXT-MJ037-D9,EXT-MJ037-D9,EXT00002,D,9,18.92,PowerSoil-Pro-HT,LIB-MJ051-D9,LIB00002,D,2.88407,ILLUMINA-DNA-PREP.V1,LIB-MJ051-D9_02
MFD00522,EXT-MJ037-E1,EXT-MJ037-E1,EXT00002,E,1,41.11,PowerSoil-Pro-HT,LIB-MJ051-E1,LIB00002,E,3.15853,ILLUMINA-DNA-PREP.V1,LIB-MJ051-E1_02
MFD00284,EXT-MJ037-E10,EXT-MJ037-E10,EXT00002,E,10,9.85,PowerSoil-Pro-HT,LIB-MJ051-E10,LIB00002,E,0.3307,ILLUMINA-DNA-PREP.V1,LIB-MJ051-E10_02
MFD00153,EXT-MJ037-E11,EXT-MJ037-E11,EXT00002,E,11,0.01,PowerSoil-Pro-HT,LIB-MJ051-E11,LIB00002,E,0.03599,ILLUMINA-DNA-PREP.V1,LIB-MJ051-E11_02
MFD00502,EXT-MJ037-E2,EXT-MJ037-E2,EXT00002,E,2,59.66,PowerSoil-Pro-HT,LIB-MJ051-E2,LIB00002,E,4.12814,ILLUMINA-DNA-PREP.V1,LIB-MJ051-E2_02
MFD00306,EXT-MJ037-E3,EXT-MJ037-E3,EXT00002,E,3,0.44,PowerSoil-Pro-HT,LIB-MJ051-E3,LIB00002,E,0.58041,ILLUMINA-DNA-PREP.V1,LIB-MJ051-E3_02
MFD00457B,EXT-MJ037-E4,EXT-MJ037-E4,EXT00002,E,4,52.9,PowerSoil-Pro-HT,LIB-MJ051-E4,LIB00002,E,5.06625,ILLUMINA-DNA-PREP.V1,LIB-MJ051-E4_02
MFD00499,EXT-MJ037-E5,EXT-MJ037-E5,EXT00002,E,5,26.07,PowerSoil-Pro-HT,LIB-MJ051-E5,LIB00002,E,3.55223,ILLUMINA-DNA-PREP.V1,LIB-MJ051-E5_02
MFD00368,EXT-MJ037-E6,EXT-MJ037-E6,EXT00002,E,6,9.37,PowerSoil-Pro-HT,LIB-MJ051-E6,LIB00002,E,2.05845,ILLUMINA-DNA-PREP.V1,LIB-MJ051-E6_02
MFD00216,EXT-MJ037-E7,EXT-MJ037-E7,EXT00002,E,7,3.57,PowerSoil-Pro-HT,LIB-MJ051-E7,LIB00002,E,1.46678,ILLUMINA-DNA-PREP.V1,LIB-MJ051-E7_02
MFD00370,EXT-MJ037-E8,EXT-MJ037-E8,EXT00002,E,8,22.96,PowerSoil-Pro-HT,LIB-MJ051-E8,LIB00002,E,3.62871,ILLUMINA-DNA-PREP.V1,LIB-MJ051-E8_02
MFD00266,EXT-MJ037-E9,EXT-MJ037-E9,EXT00002,E,9,6.34,PowerSoil-Pro-HT,LIB-MJ051-E9,LIB00002,E,1.73449,ILLUMINA-DNA-PREP.V1,LIB-MJ051-E9_02
MFD00357,EXT-MJ037-F1,EXT-MJ037-F1,EXT00002,F,1,33.94,PowerSoil-Pro-HT,LIB-MJ051-F1,LIB00002,F,2.10794,ILLUMINA-DNA-PREP.V1,LIB-MJ051-F1_02
MFD00424,EXT-MJ037-F11,EXT-MJ037-F11,EXT00002,F,11,0.01,PowerSoil-Pro-HT,LIB-MJ051-F11,LIB00002,F,0.02025,ILLUMINA-DNA-PREP.V1,LIB-MJ051-F11_02
MFD00307,EXT-MJ037-F2,EXT-MJ037-F2,EXT00002,F,2,3.09,PowerSoil-Pro-HT,LIB-MJ051-F2,LIB00002,F,1.13833,ILLUMINA-DNA-PREP.V1,LIB-MJ051-F2_02
MFD00236,EXT-MJ037-F4,EXT-MJ037-F4,EXT00002,F,4,3.56,PowerSoil-Pro-HT,LIB-MJ051-F4,LIB00002,F,1.47128,ILLUMINA-DNA-PREP.V1,LIB-MJ051-F4_02
MFD00227,EXT-MJ037-F5,EXT-MJ037-F5,EXT00002,F,5,0.63,PowerSoil-Pro-HT,LIB-MJ051-F5,LIB00002,F,0.99435,ILLUMINA-DNA-PREP.V1,LIB-MJ051-F5_02
MFD00364,EXT-MJ037-F6,EXT-MJ037-F6,EXT00002,F,6,22.63,PowerSoil-Pro-HT,LIB-MJ051-F6,LIB00002,F,3.09554,ILLUMINA-DNA-PREP.V1,LIB-MJ051-F6_02
MFD00344,EXT-MJ037-F7,EXT-MJ037-F7,EXT00002,F,7,9.26,PowerSoil-Pro-HT,LIB-MJ051-F7,LIB00002,F,1.58602,ILLUMINA-DNA-PREP.V1,LIB-MJ051-F7_02
MFD00303,EXT-MJ037-F8,EXT-MJ037-F8,EXT00002,F,8,19.15,PowerSoil-Pro-HT,LIB-MJ051-F8,LIB00002,F,2.3599,ILLUMINA-DNA-PREP.V1,LIB-MJ051-F8_02
MFD00556,EXT-MJ037-F9,EXT-MJ037-F9,EXT00002,F,9,9.56,PowerSoil-Pro-HT,LIB-MJ051-F9,LIB00002,F,1.93022,ILLUMINA-DNA-PREP.V1,LIB-MJ051-F9_02
MFD00535,EXT-MJ037-G1,EXT-MJ037-G1,EXT00002,G,1,20.08,PowerSoil-Pro-HT,LIB-MJ051-G1,LIB00002,G,1.77049,ILLUMINA-DNA-PREP.V1,LIB-MJ051-G1_02
MFD00545,EXT-MJ037-G10,EXT-MJ037-G10,EXT00002,G,10,4.12,PowerSoil-Pro-HT,LIB-MJ051-G10,LIB00002,G,1.50953,ILLUMINA-DNA-PREP.V1,LIB-MJ051-G10_02
MFD00248,EXT-MJ037-G11,EXT-MJ037-G11,EXT00002,G,11,0.6,PowerSoil-Pro-HT,LIB-MJ051-G11,LIB00002,G,0.02025,ILLUMINA-DNA-PREP.V1,NA
MFD00207,EXT-MJ037-G2,EXT-MJ037-G2,EXT00002,G,2,0.1,PowerSoil-Pro-HT,LIB-MJ051-G2,LIB00002,G,0.42069,ILLUMINA-DNA-PREP.V1,LIB-MJ051-G2_02
MFD00292,EXT-MJ037-G3,EXT-MJ037-G3,EXT00002,G,3,5.79,PowerSoil-Pro-HT,LIB-MJ051-G3,LIB00002,G,1.3498,ILLUMINA-DNA-PREP.V1,LIB-MJ051-G3_02
MFD00548,EXT-MJ037-G4,EXT-MJ037-G4,EXT00002,G,4,26.19,PowerSoil-Pro-HT,LIB-MJ051-G4,LIB00002,G,4.01116,ILLUMINA-DNA-PREP.V1,LIB-MJ051-G4_02
MFD00166,EXT-MJ037-G5,EXT-MJ037-G5,EXT00002,G,5,45.75,PowerSoil-Pro-HT,LIB-MJ051-G5,LIB00002,G,3.50723,ILLUMINA-DNA-PREP.V1,LIB-MJ051-G5_02
MFD00435,EXT-MJ037-G6,EXT-MJ037-G6,EXT00002,G,6,27.78,PowerSoil-Pro-HT,LIB-MJ051-G6,LIB00002,G,3.30926,ILLUMINA-DNA-PREP.V1,LIB-MJ051-G6_02
MFD00315,EXT-MJ037-G7,EXT-MJ037-G7,EXT00002,G,7,5.95,PowerSoil-Pro-HT,LIB-MJ051-G7,LIB00002,G,1.31606,ILLUMINA-DNA-PREP.V1,LIB-MJ051-G7_02
MFD00351,EXT-MJ037-G8,EXT-MJ037-G8,EXT00002,G,8,20.4,PowerSoil-Pro-HT,LIB-MJ051-G8,LIB00002,G,2.22492,ILLUMINA-DNA-PREP.V1,LIB-MJ051-G8_02
MFD00409,EXT-MJ037-G9,EXT-MJ037-G9,EXT00002,G,9,10.79,PowerSoil-Pro-HT,LIB-MJ051-G9,LIB00002,G,1.99546,ILLUMINA-DNA-PREP.V1,LIB-MJ051-G9_02
MFD00526,EXT-MJ037-H1,EXT-MJ037-H1,EXT00002,H,1,7.81,PowerSoil-Pro-HT,LIB-MJ051-H1,LIB00002,H,1.41054,ILLUMINA-DNA-PREP.V1,LIB-MJ051-H1_02
MFD00449,EXT-MJ037-H10,EXT-MJ037-H10,EXT00002,H,10,39.71,PowerSoil-Pro-HT,LIB-MJ051-H10,LIB00002,H,3.10004,ILLUMINA-DNA-PREP.V1,LIB-MJ051-H10_02
MFD00484,EXT-MJ037-H11,EXT-MJ037-H11,EXT00002,H,11,36.77,PowerSoil-Pro-HT,LIB-MJ051-H11,LIB00002,H,2.7311,ILLUMINA-DNA-PREP.V1,LIB-MJ051-H11_02
MFD00023,EXT-MJ037-H2,EXT-MJ037-H2,EXT00002,H,2,24.22,PowerSoil-Pro-HT,LIB-MJ051-H2,LIB00002,H,2.49038,ILLUMINA-DNA-PREP.V1,LIB-MJ051-H2_02
MFD00411,EXT-MJ037-H3,EXT-MJ037-H3,EXT00002,H,3,15.38,PowerSoil-Pro-HT,LIB-MJ051-H3,LIB00002,H,2.3734,ILLUMINA-DNA-PREP.V1,LIB-MJ051-H3_02
MFD00027,EXT-MJ037-H4,EXT-MJ037-H4,EXT00002,H,4,19.08,PowerSoil-Pro-HT,LIB-MJ051-H4,LIB00002,H,2.48363,ILLUMINA-DNA-PREP.V1,LIB-MJ051-H4_02
MFD00453,EXT-MJ037-H5,EXT-MJ037-H5,EXT00002,H,5,25.65,PowerSoil-Pro-HT,LIB-MJ051-H5,LIB00002,H,2.3599,ILLUMINA-DNA-PREP.V1,LIB-MJ051-H5_02
MFD00010,EXT-MJ037-H6,EXT-MJ037-H6,EXT00002,H,6,1.26,PowerSoil-Pro-HT,LIB-MJ051-H6,LIB00002,H,0.89537,ILLUMINA-DNA-PREP.V1,LIB-MJ051-H6_02
MFD00446,EXT-MJ037-H7,EXT-MJ037-H7,EXT00002,H,7,15.94,PowerSoil-Pro-HT,LIB-MJ051-H7,LIB00002,H,2.21817,ILLUMINA-DNA-PREP.V1,LIB-MJ051-H7_02
MFD00462,EXT-MJ037-H8,EXT-MJ037-H8,EXT00002,H,8,12.4,PowerSoil-Pro-HT,LIB-MJ051-H8,LIB00002,H,2.53313,ILLUMINA-DNA-PREP.V1,LIB-MJ051-H8_02
MFD00561,EXT-MJ037-H9,EXT-MJ037-H9,EXT00002,H,9,15.32,PowerSoil-Pro-HT,LIB-MJ051-H9,LIB00002,H,2.27666,ILLUMINA-DNA-PREP.V1,LIB-MJ051-H9_02
MFD00226,EXT-MJ038-A1,EXT-MJ038-A1,EXT00003,A,1,1.55,PowerSoil-Pro-HT,LIB-MJ044-A1,LIB00003,A,1.67398,ILLUMINA-DNA-PREP.V1,LIB-MJ044-A1_03
MFD00416,EXT-MJ038-A10,EXT-MJ038-A10,EXT00003,A,10,40.1,PowerSoil-Pro-HT,LIB-MJ044-A10,LIB00003,A,4.96802,ILLUMINA-DNA-PREP.V1,LIB-MJ044-A10_03
MFD00343,EXT-MJ038-A11,EXT-MJ038-A11,EXT00003,A,11,30.62,PowerSoil-Pro-HT,LIB-MJ044-A11,LIB00003,A,3.67638,ILLUMINA-DNA-PREP.V1,LIB-MJ044-A11_03
MFD00355,EXT-MJ038-A12,EXT-MJ038-A12,EXT00003,A,12,7.91,PowerSoil-Pro-HT,LIB-MJ044-A12,LIB00003,A,2.397,ILLUMINA-DNA-PREP.V1,LIB-MJ044-A12_03
MFD00451,EXT-MJ038-A2,EXT-MJ038-A2,EXT00003,A,2,13.08,PowerSoil-Pro-HT,LIB-MJ044-A2,LIB00003,A,2.21808,ILLUMINA-DNA-PREP.V1,LIB-MJ044-A2_03
MFD00288,EXT-MJ038-A3,EXT-MJ038-A3,EXT00003,A,3,15.28,PowerSoil-Pro-HT,LIB-MJ044-A3,LIB00003,A,3.3161,ILLUMINA-DNA-PREP.V1,LIB-MJ044-A3_03
MFD00377,EXT-MJ038-A4,EXT-MJ038-A4,EXT00003,A,4,35.87,PowerSoil-Pro-HT,LIB-MJ044-A4,LIB00003,A,4.61508,ILLUMINA-DNA-PREP.V1,LIB-MJ044-A4_03
MFD00354,EXT-MJ038-A5,EXT-MJ038-A5,EXT00003,A,5,20.93,PowerSoil-Pro-HT,LIB-MJ044-A5,LIB00003,A,3.30874,ILLUMINA-DNA-PREP.V1,LIB-MJ044-A5_03
MFD00532,EXT-MJ038-A6,EXT-MJ038-A6,EXT00003,A,6,17.41,PowerSoil-Pro-HT,LIB-MJ044-A6,LIB00003,A,3.7205,ILLUMINA-DNA-PREP.V1,LIB-MJ044-A6_03
MFD00154,EXT-MJ038-A7,EXT-MJ038-A7,EXT00003,A,7,10.57,PowerSoil-Pro-HT,LIB-MJ044-A7,LIB00003,A,3.071,ILLUMINA-DNA-PREP.V1,LIB-MJ044-A7_03
MFD00241,EXT-MJ038-A8,EXT-MJ038-A8,EXT00003,A,8,7.7,PowerSoil-Pro-HT,LIB-MJ044-A8,LIB00003,A,3.99745,ILLUMINA-DNA-PREP.V1,LIB-MJ044-A8_03
MFD00112,EXT-MJ038-A9,EXT-MJ038-A9,EXT00003,A,9,0.56,PowerSoil-Pro-HT,LIB-MJ044-A9,LIB00003,A,1.91417,ILLUMINA-DNA-PREP.V1,LIB-MJ044-A9_03
MFD00382,EXT-MJ038-B1,EXT-MJ038-B1,EXT00003,B,1,19.29,PowerSoil-Pro-HT,LIB-MJ044-B1,LIB00003,B,3.23767,ILLUMINA-DNA-PREP.V1,LIB-MJ044-B1_03
MFD00440,EXT-MJ038-B10,EXT-MJ038-B10,EXT00003,B,10,10.5,PowerSoil-Pro-HT,LIB-MJ044-B10,LIB00003,B,4.18372,ILLUMINA-DNA-PREP.V1,LIB-MJ044-B10_03
MFD00513,EXT-MJ038-B11,EXT-MJ038-B11,EXT00003,B,11,12.86,PowerSoil-Pro-HT,LIB-MJ044-B11,LIB00003,B,3.77442,ILLUMINA-DNA-PREP.V1,LIB-MJ044-B11_03
MFD00353,EXT-MJ038-B12,EXT-MJ038-B12,EXT00003,B,12,0.38,PowerSoil-Pro-HT,LIB-MJ044-B12,LIB00003,B,1.25487,ILLUMINA-DNA-PREP.V1,LIB-MJ044-B12_03
MFD00215,EXT-MJ038-B2,EXT-MJ038-B2,EXT00003,B,2,0.48,PowerSoil-Pro-HT,LIB-MJ044-B2,LIB00003,B,1.50487,ILLUMINA-DNA-PREP.V1,LIB-MJ044-B2_03
MFD00441,EXT-MJ038-B3,EXT-MJ038-B3,EXT00003,B,3,22.58,PowerSoil-Pro-HT,LIB-MJ044-B3,LIB00003,B,3.19845,ILLUMINA-DNA-PREP.V1,LIB-MJ044-B3_03
MFD00392,EXT-MJ038-B4,EXT-MJ038-B4,EXT00003,B,4,20.51,PowerSoil-Pro-HT,LIB-MJ044-B4,LIB00003,B,0.11029,ILLUMINA-DNA-PREP.V1,LIB-MJ044-B4_03
MFD00504,EXT-MJ038-B5,EXT-MJ038-B5,EXT00003,B,5,10.51,PowerSoil-Pro-HT,LIB-MJ044-B5,LIB00003,B,3.63717,ILLUMINA-DNA-PREP.V1,LIB-MJ044-B5_03
MFD00560,EXT-MJ038-B6,EXT-MJ038-B6,EXT00003,B,6,21.46,PowerSoil-Pro-HT,LIB-MJ044-B6,LIB00003,B,3.80138,ILLUMINA-DNA-PREP.V1,LIB-MJ044-B6_03
MFD00275,EXT-MJ038-B7,EXT-MJ038-B7,EXT00003,B,7,4.55,PowerSoil-Pro-HT,LIB-MJ044-B7,LIB00003,B,2.43376,ILLUMINA-DNA-PREP.V1,LIB-MJ044-B7_03
MFD00258,EXT-MJ038-B8,EXT-MJ038-B8,EXT00003,B,8,4.4,PowerSoil-Pro-HT,LIB-MJ044-B8,LIB00003,B,2.38965,ILLUMINA-DNA-PREP.V1,LIB-MJ044-B8_03
MFD00450,EXT-MJ038-B9,EXT-MJ038-B9,EXT00003,B,9,59.12,PowerSoil-Pro-HT,LIB-MJ044-B9,LIB00003,B,4.35774,ILLUMINA-DNA-PREP.V1,LIB-MJ044-B9_03
MFD00141,EXT-MJ038-C1,EXT-MJ038-C1,EXT00003,C,1,0.03,PowerSoil-Pro-HT,LIB-MJ044-C1,LIB00003,C,0.14215,ILLUMINA-DNA-PREP.V1,LIB-MJ044-C1_03
MFD00385,EXT-MJ038-C11,EXT-MJ038-C11,EXT00003,C,11,15.61,PowerSoil-Pro-HT,LIB-MJ044-C11,LIB00003,C,3.71314,ILLUMINA-DNA-PREP.V1,LIB-MJ044-C11_03
MFD00419,EXT-MJ038-C12,EXT-MJ038-C12,EXT00003,C,12,20.96,PowerSoil-Pro-HT,LIB-MJ044-C12,LIB00003,C,4.84302,ILLUMINA-DNA-PREP.V1,LIB-MJ044-C12_03
MFD00512,EXT-MJ038-C2,EXT-MJ038-C2,EXT00003,C,2,13.76,PowerSoil-Pro-HT,LIB-MJ044-C2,LIB00003,C,3.37247,ILLUMINA-DNA-PREP.V1,LIB-MJ044-C2_03
MFD00252,EXT-MJ038-C4,EXT-MJ038-C4,EXT00003,C,4,3.45,PowerSoil-Pro-HT,LIB-MJ044-C4,LIB00003,C,2.15926,ILLUMINA-DNA-PREP.V1,LIB-MJ044-C4_03
MFD00205,EXT-MJ038-C5,EXT-MJ038-C5,EXT00003,C,5,2.37,PowerSoil-Pro-HT,LIB-MJ044-C5,LIB00003,C,2.22789,ILLUMINA-DNA-PREP.V1,LIB-MJ044-C5_03
MFD00165,EXT-MJ038-C6,EXT-MJ038-C6,EXT00003,C,6,17.34,PowerSoil-Pro-HT,LIB-MJ044-C6,LIB00003,C,3.37247,ILLUMINA-DNA-PREP.V1,LIB-MJ044-C6_03
MFD00270,EXT-MJ038-C7,EXT-MJ038-C7,EXT00003,C,7,11.31,PowerSoil-Pro-HT,LIB-MJ044-C7,LIB00003,C,3.30139,ILLUMINA-DNA-PREP.V1,LIB-MJ044-C7_03
MFD00537,EXT-MJ038-C8,EXT-MJ038-C8,EXT00003,C,8,33.08,PowerSoil-Pro-HT,LIB-MJ044-C8,LIB00003,C,5.05135,ILLUMINA-DNA-PREP.V1,LIB-MJ044-C8_03
MFD00304,EXT-MJ038-C9,EXT-MJ038-C9,EXT00003,C,9,18.3,PowerSoil-Pro-HT,LIB-MJ044-C9,LIB00003,C,4.07098,ILLUMINA-DNA-PREP.V1,LIB-MJ044-C9_03
MFD00417,EXT-MJ038-D1,EXT-MJ038-D1,EXT00003,D,1,33.51,PowerSoil-Pro-HT,LIB-MJ044-D1,LIB00003,D,4.87733,ILLUMINA-DNA-PREP.V1,LIB-MJ044-D1_03
MFD00500,EXT-MJ038-D10,EXT-MJ038-D10,EXT00003,D,10,39.07,PowerSoil-Pro-HT,LIB-MJ044-D10,LIB00003,D,4.1151,ILLUMINA-DNA-PREP.V1,LIB-MJ044-D10_03
MFD00372,EXT-MJ038-D11,EXT-MJ038-D11,EXT00003,D,11,44.86,PowerSoil-Pro-HT,LIB-MJ044-D11,LIB00003,D,5.30134,ILLUMINA-DNA-PREP.V1,LIB-MJ044-D11_03
MFD00005,EXT-MJ038-D2,EXT-MJ038-D2,EXT00003,D,2,3.16,PowerSoil-Pro-HT,LIB-MJ044-D2,LIB00003,D,2.24504,ILLUMINA-DNA-PREP.V1,LIB-MJ044-D2_03
MFD00480,EXT-MJ038-D3,EXT-MJ038-D3,EXT00003,D,3,46.03,PowerSoil-Pro-HT,LIB-MJ044-D3,LIB00003,D,6.61994,ILLUMINA-DNA-PREP.V1,LIB-MJ044-D3_03
MFD00011,EXT-MJ038-D4,EXT-MJ038-D4,EXT00003,D,4,3.46,PowerSoil-Pro-HT,LIB-MJ044-D4,LIB00003,D,1.7426,ILLUMINA-DNA-PREP.V1,LIB-MJ044-D4_03
MFD00256,EXT-MJ038-D5,EXT-MJ038-D5,EXT00003,D,5,7.19,PowerSoil-Pro-HT,LIB-MJ044-D5,LIB00003,D,2.37004,ILLUMINA-DNA-PREP.V1,LIB-MJ044-D5_03
MFD00164,EXT-MJ038-D6,EXT-MJ038-D6,EXT00003,D,6,28.01,PowerSoil-Pro-HT,LIB-MJ044-D6,LIB00003,D,3.70579,ILLUMINA-DNA-PREP.V1,LIB-MJ044-D6_03
MFD00286,EXT-MJ038-D7,EXT-MJ038-D7,EXT00003,D,7,1.78,PowerSoil-Pro-HT,LIB-MJ044-D7,LIB00003,D,1.29409,ILLUMINA-DNA-PREP.V1,LIB-MJ044-D7_03
MFD00101,EXT-MJ038-D8,EXT-MJ038-D8,EXT00003,D,8,7.12,PowerSoil-Pro-HT,LIB-MJ044-D8,LIB00003,D,2.24749,ILLUMINA-DNA-PREP.V1,LIB-MJ044-D8_03
MFD00278,EXT-MJ038-D9,EXT-MJ038-D9,EXT00003,D,9,16.77,PowerSoil-Pro-HT,LIB-MJ044-D9,LIB00003,D,3.5906,ILLUMINA-DNA-PREP.V1,LIB-MJ044-D9_03
MFD00401,EXT-MJ038-E1,EXT-MJ038-E1,EXT00003,E,1,10.26,PowerSoil-Pro-HT,LIB-MJ044-E1,LIB00003,E,3.92392,ILLUMINA-DNA-PREP.V1,LIB-MJ044-E1_03
MFD00489,EXT-MJ038-E10,EXT-MJ038-E10,EXT00003,E,10,42.46,PowerSoil-Pro-HT,LIB-MJ044-E10,LIB00003,E,6.46553,ILLUMINA-DNA-PREP.V1,LIB-MJ044-E10_03
MFD00524,EXT-MJ038-E11,EXT-MJ038-E11,EXT00003,E,11,13.76,PowerSoil-Pro-HT,LIB-MJ044-E11,LIB00003,E,3.91412,ILLUMINA-DNA-PREP.V1,LIB-MJ044-E11_03
MFD00254,EXT-MJ038-E2,EXT-MJ038-E2,EXT00003,E,2,1.06,PowerSoil-Pro-HT,LIB-MJ044-E2,LIB00003,E,1.49996,ILLUMINA-DNA-PREP.V1,LIB-MJ044-E2_03
MFD00527,EXT-MJ038-E3,EXT-MJ038-E3,EXT00003,E,3,1.99,PowerSoil-Pro-HT,LIB-MJ044-E3,LIB00003,E,1.67153,ILLUMINA-DNA-PREP.V1,LIB-MJ044-E3_03
MFD00293,EXT-MJ038-E4,EXT-MJ038-E4,EXT00003,E,4,6.03,PowerSoil-Pro-HT,LIB-MJ044-E4,LIB00003,E,0.08088,ILLUMINA-DNA-PREP.V1,LIB-MJ044-E4_03
MFD00251,EXT-MJ038-E5,EXT-MJ038-E5,EXT00003,E,5,3.43,PowerSoil-Pro-HT,LIB-MJ044-E5,LIB00003,E,2.0024,ILLUMINA-DNA-PREP.V1,LIB-MJ044-E5_03
MFD00543,EXT-MJ038-E6,EXT-MJ038-E6,EXT00003,E,6,19.91,PowerSoil-Pro-HT,LIB-MJ044-E6,LIB00003,E,4.30382,ILLUMINA-DNA-PREP.V1,LIB-MJ044-E6_03
MFD00211,EXT-MJ038-E7,EXT-MJ038-E7,EXT00003,E,7,0.34,PowerSoil-Pro-HT,LIB-MJ044-E7,LIB00003,E,0.85537,ILLUMINA-DNA-PREP.V1,LIB-MJ044-E7_03
MFD00097,EXT-MJ038-E8,EXT-MJ038-E8,EXT00003,E,8,2.15,PowerSoil-Pro-HT,LIB-MJ044-E8,LIB00003,E,2.20093,ILLUMINA-DNA-PREP.V1,LIB-MJ044-E8_03
MFD00245,EXT-MJ038-E9,EXT-MJ038-E9,EXT00003,E,9,12.25,PowerSoil-Pro-HT,LIB-MJ044-E9,LIB00003,E,3.14208,ILLUMINA-DNA-PREP.V1,LIB-MJ044-E9_03
MFD00375,EXT-MJ038-F1,EXT-MJ038-F1,EXT00003,F,1,14.56,PowerSoil-Pro-HT,LIB-MJ044-F1,LIB00003,F,3.0661,ILLUMINA-DNA-PREP.V1,LIB-MJ044-F1_03
MFD00324,EXT-MJ038-F11,EXT-MJ038-F11,EXT00003,F,11,1.11,PowerSoil-Pro-HT,LIB-MJ044-F11,LIB00003,F,0.94851,ILLUMINA-DNA-PREP.V1,LIB-MJ044-F11_03
MFD00210,EXT-MJ038-F2,EXT-MJ038-F2,EXT00003,F,2,0.17,PowerSoil-Pro-HT,LIB-MJ044-F2,LIB00003,F,2.63474,ILLUMINA-DNA-PREP.V1,LIB-MJ044-F2_03
MFD00295,EXT-MJ038-F4,EXT-MJ038-F4,EXT00003,F,4,10.57,PowerSoil-Pro-HT,LIB-MJ044-F4,LIB00003,F,2.37494,ILLUMINA-DNA-PREP.V1,LIB-MJ044-F4_03
MFD00387,EXT-MJ038-F5,EXT-MJ038-F5,EXT00003,F,5,41.74,PowerSoil-Pro-HT,LIB-MJ044-F5,LIB00003,F,3.78912,ILLUMINA-DNA-PREP.V1,LIB-MJ044-F5_03
MFD00313,EXT-MJ038-F6,EXT-MJ038-F6,EXT00003,F,6,1.62,PowerSoil-Pro-HT,LIB-MJ044-F6,LIB00003,F,1.7328,ILLUMINA-DNA-PREP.V1,LIB-MJ044-F6_03
MFD00521,EXT-MJ038-F7,EXT-MJ038-F7,EXT00003,F,7,10.76,PowerSoil-Pro-HT,LIB-MJ044-F7,LIB00003,F,3.31364,ILLUMINA-DNA-PREP.V1,LIB-MJ044-F7_03
