fieldsample_barcode	BioProject	BioSample	Metagenome	Metagenome_assembly	EUK_operon	BAC_operon	UMI_16SrRNA
MFD05944	PRJNA1071982	SAMN39870195	SRX23675581	MFD05944.fa			
MFD05945	PRJNA1071982	SAMN39870196	SRX23675582	MFD05945.fa			
MFD05947	PRJNA1071982	SAMN39870197	SRX23675583	MFD05947.fa			
MFD05948	PRJNA1071982	SAMN39870198	SRX23675584	MFD05948.fa			
MFD05953	PRJNA1071982	SAMN39870199	SRX23675585	MFD05953.fa			
MFD05958	PRJNA1071982	SAMN39870200	SRX23675586	MFD05958.fa			
MFD05960	PRJNA1071982	SAMN39870201	SRX23675587	MFD05960.fa			
MFD05965	PRJNA1071982	SAMN39870202	SRX23675588	MFD05965.fa			
MFD05969	PRJNA1071982	SAMN39870203	SRX23675590	MFD05969.fa			
MFD05972	PRJNA1071982	SAMN39870204	SRX23675591	MFD05972.fa			
MFD05975	PRJNA1071982	SAMN39870205	SRX23675592	MFD05975.fa			
MFD05979	PRJNA1071982	SAMN39870206	SRX23675593	MFD05979.fa			
MFD05980	PRJNA1071982	SAMN39870207	SRX23675983	MFD05980.fa			
MFD05983	PRJNA1071982	SAMN39870208	SRX23675984	MFD05983.fa			
MFD05984	PRJNA1071982	SAMN39870209	SRX23675985	MFD05984.fa			
MFD05986	PRJNA1071982	SAMN39870210	SRX23675986	MFD05986.fa			
MFD05987	PRJNA1071982	SAMN39870211	SRX23675987	MFD05987.fa			
MFD05988	PRJNA1071982	SAMN39870212	SRX23675988	MFD05988.fa			
MFD05989	PRJNA1071982	SAMN39870213	SRX23675990	MFD05989.fa			
MFD05993	PRJNA1071982	SAMN39870214	SRX23675991	MFD05993.fa			
MFD05995	PRJNA1071982	SAMN39870215	SRX23675992	MFD05995.fa			
MFD05996	PRJNA1071982	SAMN39870216	SRX23675993	MFD05996.fa			
MFD05997	PRJNA1071982	SAMN39870217	SRX23675994	MFD05997.fa			
MFD06000	PRJNA1071982	SAMN39870218	SRX23675995	MFD06000.fa			
MFD06001	PRJNA1071982	SAMN39870219	SRX23675996	MFD06001.fa			
MFD06002	PRJNA1071982	SAMN39870220	SRX23675997	MFD06002.fa			
MFD06007	PRJNA1071982	SAMN39870221	SRX23675998	MFD06007.fa			
MFD06008	PRJNA1071982	SAMN39870222	SRX23675999	MFD06008.fa			
MFD06010	PRJNA1071982	SAMN39870223	SRX23676001	MFD06010.fa			
MFD06015	PRJNA1071982	SAMN39870224	SRX23676002	MFD06015.fa			
MFD06017	PRJNA1071982	SAMN39870225	SRX23676003	MFD06017.fa			
MFD06023	PRJNA1071982	SAMN39870226	SRX23676004	MFD06023.fa			
MFD06026	PRJNA1071982	SAMN39870227	SRX23676005	MFD06026.fa			
MFD06031	PRJNA1071982	SAMN39870228	SRX23676006	MFD06031.fa			
MFD06032	PRJNA1071982	SAMN39870229	SRX23676007	MFD06032.fa			
MFD06034	PRJNA1071982	SAMN39870230	SRX23676008	MFD06034.fa			
MFD06035	PRJNA1071982	SAMN39870231	SRX23676009	MFD06035.fa			
MFD06037	PRJNA1071982	SAMN39870232	SRX23676010	MFD06037.fa			
MFD06042	PRJNA1071982	SAMN39870233	SRX23676178	MFD06042.fa			
MFD06044	PRJNA1071982	SAMN39870234	SRX23676179	MFD06044.fa			
MFD06047	PRJNA1071982	SAMN39870235	SRX23676180	MFD06047.fa			
MFD06049	PRJNA1071982	SAMN39870236	SRX23676181	MFD06049.fa			
MFD06053	PRJNA1071982	SAMN39870237	SRX23676182	MFD06053.fa			
MFD06055	PRJNA1071982	SAMN39870238	SRX23676183	MFD06055.fa			
MFD06060	PRJNA1071982	SAMN39870239	SRX23676184	MFD06060.fa			
MFD06061	PRJNA1071982	SAMN39870240	SRX23676185	MFD06061.fa			
MFD06062	PRJNA1071982	SAMN39870241	SRX23676186	MFD06062.fa			
MFD06063	PRJNA1071982	SAMN39870242	SRX23676187	MFD06063.fa			
MFD06064	PRJNA1071982	SAMN39870243	SRX23676189	MFD06064.fa			
MFD06065	PRJNA1071982	SAMN39870244	SRX23676190	MFD06065.fa			
MFD06066	PRJNA1071982	SAMN39870245	SRX23676191	MFD06066.fa			
MFD06067	PRJNA1071982	SAMN39870246	SRX23676192	MFD06067.fa			
MFD06068	PRJNA1071982	SAMN39870247	SRX23676193	MFD06068.fa			
MFD06069	PRJNA1071982	SAMN39870248	SRX23676194	MFD06069.fa			
MFD06070	PRJNA1071982	SAMN39870249	SRX23676195	MFD06070.fa			
MFD06071	PRJNA1071982	SAMN39870250	SRX23676196	MFD06071.fa			
MFD06072	PRJNA1071982	SAMN39870251	SRX23676197	MFD06072.fa			
MFD06073	PRJNA1071982	SAMN39870252	SRX23676198	MFD06073.fa			
MFD06074	PRJNA1071982	SAMN39870253	SRX23676200	MFD06074.fa			
MFD06075	PRJNA1071982	SAMN39870254	SRX23676201	MFD06075.fa			
MFD06076	PRJNA1071982	SAMN39870255	SRX23676202	MFD06076.fa			
MFD06077	PRJNA1071982	SAMN39870256	SRX23676203	MFD06077.fa			
MFD06078	PRJNA1071982	SAMN39870257	SRX23676204	MFD06078.fa			
MFD06079	PRJNA1071982	SAMN39870258	SRX23675790	MFD06079.fa			
MFD06080	PRJNA1071982	SAMN39870259	SRX23675791	MFD06080.fa			
MFD06081	PRJNA1071982	SAMN39870260	SRX23675792	MFD06081.fa			
MFD06082	PRJNA1071982	SAMN39870261	SRX23675793	MFD06082.fa			
MFD06083	PRJNA1071982	SAMN39870262	SRX23675794	MFD06083.fa			
MFD06084	PRJNA1071982	SAMN39870263	SRX23675796	MFD06084.fa			
MFD06085	PRJNA1071982	SAMN39870264	SRX23675797	MFD06085.fa			
MFD06086	PRJNA1071982	SAMN39870265	SRX23675798	MFD06086.fa			
MFD06087	PRJNA1071982	SAMN39870266	SRX23675799	MFD06087.fa			
MFD06088	PRJNA1071982	SAMN39870267	SRX23675800	MFD06088.fa			
MFD06089	PRJNA1071982	SAMN39870268	SRX23675801	MFD06089.fa			
MFD06090	PRJNA1071982	SAMN39870269	SRX23675802	MFD06090.fa			
MFD06091	PRJNA1071982	SAMN39870270	SRX23675803	MFD06091.fa			
MFD06092	PRJNA1071982	SAMN39870271	SRX23675804	MFD06092.fa			
MFD06093	PRJNA1071982	SAMN39870272	SRX23675805	MFD06093.fa			
MFD06094	PRJNA1071982	SAMN39870273	SRX23675807	MFD06094.fa			
MFD06095	PRJNA1071982	SAMN39870274	SRX23675808	MFD06095.fa			
MFD06096	PRJNA1071982	SAMN39870275	SRX23675809	MFD06096.fa			
MFD06097	PRJNA1071982	SAMN39870276	SRX23675810	MFD06097.fa			
MFD06098	PRJNA1071982	SAMN39870277	SRX23675811	MFD06098.fa			
MFD06099	PRJNA1071982	SAMN39870278	SRX23675812	MFD06099.fa			
MFD06100	PRJNA1071982	SAMN39870279	SRX23675813	MFD06100.fa			
MFD06101	PRJNA1071982	SAMN39870280	SRX23675814	MFD06101.fa			
MFD06102	PRJNA1071982	SAMN39870281	SRX23675815	MFD06102.fa			
MFD06103	PRJNA1071982	SAMN39870282	SRX23675816	MFD06103.fa			
MFD06104	PRJNA1071982	SAMN39870283	SRX23675596	MFD06104.fa			
MFD06105	PRJNA1071982	SAMN39870284	SRX23675597	MFD06105.fa			
MFD06106	PRJNA1071982	SAMN39870285	SRX23675598	MFD06106.fa			
MFD06107	PRJNA1071982	SAMN39870286	SRX23675599	MFD06107.fa			
MFD06108	PRJNA1071982	SAMN39870287	SRX23675600	MFD06108.fa			
MFD06109	PRJNA1071982	SAMN39870288	SRX23675601	MFD06109.fa			
MFD06110	PRJNA1071982	SAMN39870289	SRX23675602	MFD06110.fa			
MFD06111	PRJNA1071982	SAMN39870290	SRX23675603	MFD06111.fa			
MFD06112	PRJNA1071982	SAMN39870291	SRX23675604	MFD06112.fa			
MFD06113	PRJNA1071982	SAMN39870292	SRX23675605	MFD06113.fa			
MFD06114	PRJNA1071982	SAMN39870293	SRX23675607	MFD06114.fa			
MFD06115	PRJNA1071982	SAMN39870294	SRX23675608	MFD06115.fa			
MFD06116	PRJNA1071982	SAMN39870295	SRX23675609	MFD06116.fa			
MFD06117	PRJNA1071982	SAMN39870296	SRX23675610	MFD06117.fa			
MFD06118	PRJNA1071982	SAMN39870297	SRX23675611	MFD06118.fa			
MFD06119	PRJNA1071982	SAMN39870298	SRX23675612	MFD06119.fa			
MFD06120	PRJNA1071982	SAMN39870299	SRX23675613	MFD06120.fa			
MFD06121	PRJNA1071982	SAMN39870300	SRX23675614	MFD06121.fa			
MFD06122	PRJNA1071982	SAMN39870301	SRX23675615	MFD06122.fa			
MFD06123	PRJNA1071982	SAMN39870302	SRX23675616	MFD06123.fa			
MFD06124	PRJNA1071982	SAMN39870303	SRX23675618	MFD06124.fa			
MFD06125	PRJNA1071982	SAMN39870304	SRX23675619	MFD06125.fa			
MFD06126	PRJNA1071982	SAMN39870305	SRX23675620	MFD06126.fa			
MFD06127	PRJNA1071982	SAMN39870306	SRX23675621	MFD06127.fa			
MFD06128	PRJNA1071982	SAMN39870307	SRX23676011	MFD06128.fa			
MFD06129	PRJNA1071982	SAMN39870308	SRX23676012	MFD06129.fa			
MFD06130	PRJNA1071982	SAMN39870309	SRX23676013	MFD06130.fa			
MFD06131	PRJNA1071982	SAMN39870310	SRX23676014	MFD06131.fa			
MFD06132	PRJNA1071982	SAMN39870311	SRX23676015	MFD06132.fa			
MFD06133	PRJNA1071982	SAMN39870312	SRX23676016	MFD06133.fa			
MFD06134	PRJNA1071982	SAMN39870313	SRX23676018	MFD06134.fa			
MFD06135	PRJNA1071982	SAMN39870314	SRX23676019	MFD06135.fa			
MFD06136	PRJNA1071982	SAMN39870315	SRX23676020	MFD06136.fa			
MFD06137	PRJNA1071982	SAMN39870316	SRX23676021	MFD06137.fa			
MFD06138	PRJNA1071982	SAMN39870317	SRX23676022	MFD06138.fa			
MFD06139	PRJNA1071982	SAMN39870318	SRX23676023	MFD06139.fa			
MFD06140	PRJNA1071982	SAMN39870319	SRX23676024	MFD06140.fa			
MFD06141	PRJNA1071982	SAMN39870320	SRX23676025	MFD06141.fa			
MFD06142	PRJNA1071982	SAMN39870321	SRX23676026	MFD06142.fa			
MFD06143	PRJNA1071982	SAMN39870322	SRX23676027	MFD06143.fa			
MFD06144	PRJNA1071982	SAMN39870323	SRX23676029	MFD06144.fa			
MFD06145	PRJNA1071982	SAMN39870324	SRX23676030	MFD06145.fa			
MFD06146	PRJNA1071982	SAMN39870325	SRX23676031	MFD06146.fa			
MFD06147	PRJNA1071982	SAMN39870326	SRX23676032	MFD06147.fa			
MFD06148	PRJNA1071982	SAMN39870327	SRX23676033	MFD06148.fa			
MFD06149	PRJNA1071982	SAMN39870328	SRX23676034	MFD06149.fa			
MFD06150	PRJNA1071982	SAMN39870329	SRX23676035	MFD06150.fa			
MFD06151	PRJNA1071982	SAMN39870330	SRX23676036	MFD06151.fa			
MFD06152	PRJNA1071982	SAMN39870331	SRX23676037	MFD06152.fa			
MFD06153	PRJNA1071982	SAMN39870332	SRX23676205	MFD06153.fa			
MFD06154	PRJNA1071982	SAMN39870333	SRX23676207	MFD06154.fa			
MFD06155	PRJNA1071982	SAMN39870334	SRX23676208	MFD06155.fa			
MFD06156	PRJNA1071982	SAMN39870335	SRX23676209	MFD06156.fa			
MFD06157	PRJNA1071982	SAMN39870336	SRX23676210	MFD06157.fa			
MFD06158	PRJNA1071982	SAMN39870337	SRX23676211	MFD06158.fa			
MFD06159	PRJNA1071982	SAMN39870338	SRX23676212	MFD06159.fa			
MFD06160	PRJNA1071982	SAMN39870339	SRX23676213	MFD06160.fa			
MFD06161	PRJNA1071982	SAMN39870340	SRX23676214	MFD06161.fa			
MFD06162	PRJNA1071982	SAMN39870341	SRX23676215	MFD06162.fa			
MFD06163	PRJNA1071982	SAMN39870342	SRX23676216	MFD06163.fa			
MFD06164	PRJNA1071982	SAMN39870343	SRX23676218	MFD06164.fa			
MFD06165	PRJNA1071982	SAMN39870344	SRX23676219	MFD06165.fa			
MFD06166	PRJNA1071982	SAMN39870345	SRX23676220	MFD06166.fa			
MFD06167	PRJNA1071982	SAMN39870346	SRX23676221	MFD06167.fa			
MFD06168	PRJNA1071982	SAMN39870347	SRX23676222	MFD06168.fa			
MFD06169	PRJNA1071982	SAMN39870348	SRX23676223	MFD06169.fa			
MFD06170	PRJNA1071982	SAMN39870349	SRX23676224	MFD06170.fa			
MFD06171	PRJNA1071982	SAMN39870350	SRX23676225	MFD06171.fa			
MFD06172	PRJNA1071982	SAMN39870351	SRX23676226	MFD06172.fa			
MFD06173	PRJNA1071982	SAMN39870352	SRX23676227	MFD06173.fa			
MFD06174	PRJNA1071982	SAMN39870353	SRX23676229	MFD06174.fa			
MFD06175	PRJNA1071982	SAMN39870354	SRX23676230	MFD06175.fa			
MFD06176	PRJNA1071982	SAMN39870355	SRX23676231	MFD06176.fa			
MFD06177	PRJNA1071982	SAMN39870356	SRX23675817	MFD06177.fa			
MFD06178	PRJNA1071982	SAMN39870357	SRX23675818	MFD06178.fa			
MFD06179	PRJNA1071982	SAMN39870358	SRX23675819	MFD06179.fa			
MFD06180	PRJNA1071982	SAMN39870359	SRX23675820	MFD06180.fa			
MFD06181	PRJNA1071982	SAMN39870360	SRX23675821	MFD06181.fa			
MFD06182	PRJNA1071982	SAMN39870361	SRX23675822	MFD06182.fa			
MFD06183	PRJNA1071982	SAMN39870362	SRX23675823	MFD06183.fa			
MFD06184	PRJNA1071982	SAMN39870363	SRX23675825	MFD06184.fa			
MFD06185	PRJNA1071982	SAMN39870364	SRX23675826	MFD06185.fa			
MFD06186	PRJNA1071982	SAMN39870365	SRX23675827	MFD06186.fa			
MFD06187	PRJNA1071982	SAMN39870366	SRX23675828	MFD06187.fa			
MFD06188	PRJNA1071982	SAMN39870367	SRX23675829	MFD06188.fa			
MFD06189	PRJNA1071982	SAMN39870368	SRX23675830	MFD06189.fa			
MFD06190	PRJNA1071982	SAMN39870369	SRX23675831	MFD06190.fa			
MFD06191	PRJNA1071982	SAMN39870370	SRX23675832	MFD06191.fa			
MFD06192	PRJNA1071982	SAMN39870371	SRX23675833	MFD06192.fa			
MFD06193	PRJNA1071982	SAMN39870372	SRX23675834	MFD06193.fa			
MFD06194	PRJNA1071982	SAMN39870373	SRX23675836	MFD06194.fa			
MFD06195	PRJNA1071982	SAMN39870374	SRX23675837	MFD06195.fa			
MFD06196	PRJNA1071982	SAMN39870375	SRX23675838	MFD06196.fa			
MFD06197	PRJNA1071982	SAMN39870376	SRX23675839	MFD06197.fa			
MFD06198	PRJNA1071982	SAMN39870377	SRX23675840	MFD06198.fa			
MFD06199	PRJNA1071982	SAMN39870378	SRX23675841	MFD06199.fa			
MFD06200	PRJNA1071982	SAMN39870379	SRX23675842	MFD06200.fa			
MFD06201	PRJNA1071982	SAMN39870380	SRX23675843	MFD06201.fa			
MFD06202	PRJNA1071982	SAMN39870381	SRX23675844	MFD06202.fa			
MFD06203	PRJNA1071982	SAMN39870382	SRX23675622	MFD06203.fa			
MFD06204	PRJNA1071982	SAMN39870383	SRX23675625	MFD06204.fa			
MFD06205	PRJNA1071982	SAMN39870384	SRX23675626	MFD06205.fa			
MFD06206	PRJNA1071982	SAMN39870385	SRX23675627	MFD06206.fa			
MFD06207	PRJNA1071982	SAMN39870386	SRX23675628	MFD06207.fa			
MFD06208	PRJNA1071982	SAMN39870387	SRX23675629	MFD06208.fa			
MFD06209	PRJNA1071982	SAMN39870388	SRX23675630	MFD06209.fa			
MFD06210	PRJNA1071982	SAMN39870389	SRX23675631	MFD06210.fa			
MFD06211	PRJNA1071982	SAMN39870390	SRX23675632	MFD06211.fa			
MFD06212	PRJNA1071982	SAMN39870391	SRX23675633	MFD06212.fa			
MFD06213	PRJNA1071982	SAMN39870392	SRX23675634	MFD06213.fa			
MFD06214	PRJNA1071982	SAMN39870393	SRX23675636	MFD06214.fa			
MFD06215	PRJNA1071982	SAMN39870394	SRX23675637	MFD06215.fa			
MFD06216	PRJNA1071982	SAMN39870395	SRX23675638	MFD06216.fa			
MFD06217	PRJNA1071982	SAMN39870396	SRX23675639	MFD06217.fa			
MFD06218	PRJNA1071982	SAMN39870397	SRX23675640	MFD06218.fa			
MFD06219	PRJNA1071982	SAMN39870398	SRX23675641	MFD06219.fa			
MFD06220	PRJNA1071982	SAMN39870399	SRX23675642	MFD06220.fa			
MFD06221	PRJNA1071982	SAMN39870400	SRX23675643	MFD06221.fa			
MFD06222	PRJNA1071982	SAMN39870401	SRX23675644	MFD06222.fa			
MFD06223	PRJNA1071982	SAMN39870402	SRX23675645	MFD06223.fa			
MFD06224	PRJNA1071982	SAMN39870403	SRX23675647	MFD06224.fa			
MFD06225	PRJNA1071982	SAMN39870404	SRX23675648	MFD06225.fa			
MFD06226	PRJNA1071982	SAMN39870405	SRX23675649	MFD06226.fa			
MFD06227	PRJNA1071982	SAMN39870406	SRX23676038	MFD06227.fa			
MFD06228	PRJNA1071982	SAMN39870407	SRX23676039	MFD06228.fa			
MFD06229	PRJNA1071982	SAMN39870408	SRX23676040	MFD06229.fa			
MFD06230	PRJNA1071982	SAMN39870409	SRX23676041	MFD06230.fa			
MFD06231	PRJNA1071982	SAMN39870410	SRX23676042	MFD06231.fa			
MFD06233	PRJNA1071982	SAMN39870411	SRX23676043	MFD06233.fa			
MFD06234	PRJNA1071982	SAMN39870412	SRX23676044	MFD06234.fa			
MFD06235	PRJNA1071982	SAMN39870413	SRX23676046	MFD06235.fa			
MFD06236	PRJNA1071982	SAMN39870414	SRX23676047	MFD06236.fa			
MFD06237	PRJNA1071982	SAMN39870415	SRX23676048	MFD06237.fa			
MFD06238	PRJNA1071982	SAMN39870416	SRX23676049	MFD06238.fa			
MFD06239	PRJNA1071982	SAMN39870417	SRX23676050	MFD06239.fa			
MFD06240	PRJNA1071982	SAMN39870418	SRX23676051	MFD06240.fa			
MFD06241	PRJNA1071982	SAMN39870419	SRX23676052	MFD06241.fa			
MFD06242	PRJNA1071982	SAMN39870420	SRX23676053	MFD06242.fa			
MFD06243	PRJNA1071982	SAMN39870421	SRX23676054	MFD06243.fa			
MFD06244	PRJNA1071982	SAMN39870422	SRX23676055	MFD06244.fa			
MFD06245	PRJNA1071982	SAMN39870423	SRX23676057	MFD06245.fa			
MFD06247	PRJNA1071982	SAMN39870424	SRX23676058	MFD06247.fa			
MFD06248	PRJNA1071982	SAMN39870425	SRX23676059	MFD06248.fa			
MFD06249	PRJNA1071982	SAMN39870426	SRX23676060	MFD06249.fa			
MFD06250	PRJNA1071982	SAMN39870427	SRX23676061	MFD06250.fa			
MFD06251	PRJNA1071982	SAMN39870428	SRX23676062	MFD06251.fa			
MFD06252	PRJNA1071982	SAMN39870429	SRX23676063	MFD06252.fa			
MFD06253	PRJNA1071982	SAMN39870430	SRX23676064	MFD06253.fa			
MFD06254	PRJNA1071982	SAMN39870431	SRX23676065	MFD06254.fa			
MFD06255	PRJNA1071982	SAMN39870432	SRX23676232	MFD06255.fa			
MFD06256	PRJNA1071982	SAMN39870433	SRX23676234	MFD06256.fa			
MFD06257	PRJNA1071982	SAMN39870434	SRX23676235	MFD06257.fa			
MFD06258	PRJNA1071982	SAMN39870435	SRX23676236	MFD06258.fa			
MFD06259	PRJNA1071982	SAMN39870436	SRX23676237	MFD06259.fa			
MFD06260	PRJNA1071982	SAMN39870437	SRX23676238	MFD06260.fa			
MFD06261	PRJNA1071982	SAMN39870438	SRX23676239	MFD06261.fa			
MFD06262	PRJNA1071982	SAMN39870439	SRX23693059	MFD06262.fa			
MFD06263	PRJNA1071982	SAMN39870440	SRX23693060	MFD06263.fa			
MFD06264	PRJNA1071982	SAMN39870441	SRX23693091	MFD06264.fa			
MFD06265	PRJNA1071982	SAMN39870442	SRX23693149	MFD06265.fa			
MFD06266	PRJNA1071982	SAMN39870443	SRX23693611	MFD06266.fa			
MFD06267	PRJNA1071982	SAMN39870444	SRX23693208	MFD06267.fa			
MFD06268	PRJNA1071982	SAMN39870445	SRX23693477	MFD06268.fa			
MFD06269	PRJNA1071982	SAMN39870446	SRX23692927	MFD06269.fa			
MFD06270	PRJNA1071982	SAMN39870447	SRX23693317	MFD06270.fa			
MFD06271	PRJNA1071982	SAMN39870448	SRX23693351	MFD06271.fa			
MFD06272	PRJNA1071982	SAMN39870449	SRX23693061	MFD06272.fa			
MFD06273	PRJNA1071982	SAMN39870450	SRX23693072	MFD06273.fa			
MFD06274	PRJNA1071982	SAMN39870451	SRX23693083	MFD06274.fa			
MFD06276	PRJNA1071982	SAMN39870452	SRX23693365	MFD06276.fa			
MFD06277	PRJNA1071982	SAMN39870453	SRX23693376	MFD06277.fa			
MFD06278	PRJNA1071982	SAMN39870454	SRX23693387	MFD06278.fa			
MFD06279	PRJNA1071982	SAMN39870455	SRX23693536	MFD06279.fa			
MFD06280	PRJNA1071982	SAMN39870456	SRX23693547	MFD06280.fa			
MFD06281	PRJNA1071982	SAMN39870457	SRX23693394	MFD06281.fa			
MFD06283	PRJNA1071982	SAMN39870458	SRX23693405	MFD06283.fa			
MFD06284	PRJNA1071982	SAMN39870459	SRX23693092	MFD06284.fa			
MFD06285	PRJNA1071982	SAMN39870460	SRX23693103	MFD06285.fa			
MFD06286	PRJNA1071982	SAMN39870461	SRX23693114	MFD06286.fa			
MFD06287	PRJNA1071982	SAMN39870462	SRX23693423	MFD06287.fa			
MFD06288	PRJNA1071982	SAMN39870463	SRX23693434	MFD06288.fa			
MFD06289	PRJNA1071982	SAMN39870464	SRX23693555	MFD06289.fa			
MFD06290	PRJNA1071982	SAMN39870465	SRX23693566	MFD06290.fa			
MFD06291	PRJNA1071982	SAMN39870466	SRX23693577	MFD06291.fa			
MFD06292	PRJNA1071982	SAMN39870467	SRX23693127	MFD06292.fa			
MFD06293	PRJNA1071982	SAMN39870468	SRX23693138	MFD06293.fa			
MFD06294	PRJNA1071982	SAMN39870469	SRX23693150	MFD06294.fa			
MFD06295	PRJNA1071982	SAMN39870470	SRX23693161	MFD06295.fa			
MFD06296	PRJNA1071982	SAMN39870471	SRX23693172	MFD06296.fa			
MFD06297	PRJNA1071982	SAMN39870472	SRX23692987	MFD06297.fa			
MFD06298	PRJNA1071982	SAMN39870473	SRX23692998	MFD06298.fa			
MFD06299	PRJNA1071982	SAMN39870474	SRX23693584	MFD06299.fa			
MFD06300	PRJNA1071982	SAMN39870475	SRX23693595	MFD06300.fa			
MFD06302	PRJNA1071982	SAMN39870476	SRX23693174	MFD06302.fa			
MFD06303	PRJNA1071982	SAMN39870477	SRX23693185	MFD06303.fa			
MFD06304	PRJNA1071982	SAMN39870478	SRX23693196	MFD06304.fa			
MFD06305	PRJNA1071982	SAMN39870479	SRX23693612	MFD06305.fa			
MFD06306	PRJNA1071982	SAMN39870480	SRX23693623	MFD06306.fa			
MFD06307	PRJNA1071982	SAMN39870481	SRX23693634	MFD06307.fa			
MFD06308	PRJNA1071982	SAMN39870482	SRX23692822	MFD06308.fa			
MFD06309	PRJNA1071982	SAMN39870483	SRX23692833	MFD06309.fa			
MFD06310	PRJNA1071982	SAMN39870484	SRX23693011	MFD06310.fa			
MFD06311	PRJNA1071982	SAMN39870485	SRX23693022	MFD06311.fa			
MFD06312	PRJNA1071982	SAMN39870486	SRX23692839	MFD06312.fa			
MFD06313	PRJNA1071982	SAMN39870487	SRX23692850	MFD06313.fa			
MFD06314	PRJNA1071982	SAMN39870488	SRX23692861	MFD06314.fa			
MFD06315	PRJNA1071982	SAMN39870489	SRX23693209	MFD06315.fa			
MFD06316	PRJNA1071982	SAMN39870490	SRX23693220	MFD06316.fa			
MFD06317	PRJNA1071982	SAMN39870491	SRX23693231	MFD06317.fa			
MFD06318	PRJNA1071982	SAMN39870492	SRX23693242	MFD06318.fa			
MFD06320	PRJNA1071982	SAMN39870493	SRX23693253	MFD06320.fa			
MFD06321	PRJNA1071982	SAMN39870494	SRX23693038	MFD06321.fa			
MFD06322	PRJNA1071982	SAMN39870495	SRX23693049	MFD06322.fa			
MFD06323	PRJNA1071982	SAMN39870496	SRX23693444	MFD06323.fa			
MFD06324	PRJNA1071982	SAMN39870497	SRX23693455	MFD06324.fa			
MFD06325	PRJNA1071982	SAMN39870498	SRX23693466	MFD06325.fa			
MFD06326	PRJNA1071982	SAMN39870499	SRX23693478	MFD06326.fa			
MFD06327	PRJNA1071982	SAMN39870500	SRX23693489	MFD06327.fa			
MFD06330	PRJNA1071982	SAMN39870501	SRX23693258	MFD06330.fa			
MFD06331	PRJNA1071982	SAMN39870502	SRX23693269	MFD06331.fa			
MFD06332	PRJNA1071982	SAMN39870503	SRX23693280	MFD06332.fa			
MFD06333	PRJNA1071982	SAMN39870504	SRX23692872	MFD06333.fa			
MFD06334	PRJNA1071982	SAMN39870505	SRX23692883	MFD06334.fa			
MFD06335	PRJNA1071982	SAMN39870506	SRX23692894	MFD06335.fa			
MFD06336	PRJNA1071982	SAMN39870507	SRX23692905	MFD06336.fa			
MFD06337	PRJNA1071982	SAMN39870508	SRX23692916	MFD06337.fa			
MFD06338	PRJNA1071982	SAMN39870509	SRX23692928	MFD06338.fa			
MFD06339	PRJNA1071982	SAMN39870510	SRX23692939	MFD06339.fa			
MFD06340	PRJNA1071982	SAMN39870511	SRX23693500	MFD06340.fa			
MFD06341	PRJNA1071982	SAMN39870512	SRX23693511	MFD06341.fa			
MFD06342	PRJNA1071982	SAMN39870513	SRX23693522	MFD06342.fa			
MFD06343	PRJNA1071982	SAMN39870514	SRX23693290	MFD06343.fa			
MFD06344	PRJNA1071982	SAMN39870515	SRX23693301	MFD06344.fa			
MFD06345	PRJNA1071982	SAMN39870516	SRX23692949	MFD06345.fa			
MFD06346	PRJNA1071982	SAMN39870517	SRX23692960	MFD06346.fa			
MFD06347	PRJNA1071982	SAMN39870518	SRX23692971	MFD06347.fa			
MFD06348	PRJNA1071982	SAMN39870519	SRX23693318	MFD06348.fa			
MFD06349	PRJNA1071982	SAMN39870520	SRX23693329	MFD06349.fa			
MFD06350	PRJNA1071982	SAMN39870521	SRX23693340	MFD06350.fa			
MFD06351	PRJNA1071982	SAMN39870522	SRX23693344	MFD06351.fa			
MFD06352	PRJNA1071982	SAMN39870523	SRX23693345	MFD06352.fa			
MFD06353	PRJNA1071982	SAMN39870524	SRX23693346	MFD06353.fa			
MFD06354	PRJNA1071982	SAMN39870525	SRX23693347	MFD06354.fa			
MFD06355	PRJNA1071982	SAMN39870526	SRX23693348	MFD06355.fa			
MFD06356	PRJNA1071982	SAMN39870527	SRX23693349	MFD06356.fa			
MFD06357	PRJNA1071982	SAMN39870528	SRX23693350	MFD06357.fa			
MFD06358	PRJNA1071982	SAMN39870529	SRX23693352	MFD06358.fa			
MFD06359	PRJNA1071982	SAMN39870530	SRX23693353	MFD06359.fa			
MFD06360	PRJNA1071982	SAMN39870531	SRX23693354	MFD06360.fa			
MFD06361	PRJNA1071982	SAMN39870532	SRX23693355	MFD06361.fa			
MFD06362	PRJNA1071982	SAMN39870533	SRX23693356	MFD06362.fa			
MFD06363	PRJNA1071982	SAMN39870534	SRX23693357	MFD06363.fa			
MFD06364	PRJNA1071982	SAMN39870535	SRX23693358	MFD06364.fa			
MFD06365	PRJNA1071982	SAMN39870536	SRX23693359	MFD06365.fa			
MFD06366	PRJNA1071982	SAMN39870537	SRX23693360	MFD06366.fa			
MFD06367	PRJNA1071982	SAMN39870538	SRX23693361	MFD06367.fa			
MFD06368	PRJNA1071982	SAMN39870539	SRX23693062	MFD06368.fa			
MFD06369	PRJNA1071982	SAMN39870540	SRX23693063	MFD06369.fa			
MFD06372	PRJNA1071982	SAMN39870541	SRX23693064	MFD06372.fa			
MFD06373	PRJNA1071982	SAMN39870542	SRX23693065	MFD06373.fa			
